"count"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"	"album name"	"album mbid"	"album artist name"	"album artist mbid"
"1"	"No. 10 in E Minor"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 10 in E minor"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.23 in B Major(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.23 in B Major(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No. 7 in E-flat Major"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 7 in E-flat Major"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XVIII Canone Alla Sesta A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XVIII Canone Alla Sesta A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XXIX A 1 Ovvero 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXIX A 1 Ovvero 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XXVII Canone Alla Nona A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXVII Canone Alla Nona A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XIII A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XIII A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio I A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio I A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"To Fix the Gash In Your Head"	"8ad37be2-f105-4b58-8c85-493abef73684"	"A Place to Bury Strangers"	"99fe4613-84ec-4f48-bb4f-f036880ed2ac"	"To Fix the Gash In Your Head"	"8ad37be2-f105-4b58-8c85-493abef73684"	"A Place to Bury Strangers"	"99fe4613-84ec-4f48-bb4f-f036880ed2ac"	"Lights In The Sky: Over North America 2008 Tour Sampler"	""	"A Place to Bury Strangers"	"99fe4613-84ec-4f48-bb4f-f036880ed2ac"
"1"	"Act 1"	""	"Dr. Horrible's Sing-Along Blog"	""	"Act 1"	""	"Dr. Horrible's Sing-Along Blog"	""	"Dr. Horrible's Sing-Along Blog, Acts 1, 2 & 3"	""	"Dr. Horrible's Sing-Along Blog"	""
"1"	"No.16 in G Minor(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.16 in G Minor(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No. 12 in F Minor"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 12 in F minor"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No. 2 in C Minor"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 2 in C Minor"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Zero Sum (Instrumental)"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Zero Sum (Instrumental)"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Y34RZ3R0R3M1X3D"	"cc008830-ce6d-314b-83fa-5fa127cc008e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"1"	"Heresy (Instrumental)"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Heresy (Instrumental)"	""	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"	"Y34RZ3R0R3M1X3D"	"cc008830-ce6d-314b-83fa-5fa127cc008e"	"Nine Inch Nails"	"b7ffd2af-418f-4be2-bdd1-22f8b48613da"
"1"	"No.22 in B-Flat Minor(Prelude)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.22 in B-Flat Minor(Prelude)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio VIII A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio VIII A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XXX Quodlibet A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXX Quodlibet A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"No.20 in A Minor(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.20 in A Minor(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.24 in B Minor(Prelude)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.24 in B Minor(Prelude)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XI A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XI A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Sonate No. 28 A-dur op. 101. I. Etwas lebhaft und mit innigsten Empfindung. Allegretto ma non troppo"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Sonate No. 28 A-dur op. 101. I. Etwas lebhaft und mit innigsten Empfindung. Allegretto ma non troppo"	""	"Beethoven, Ludwig Van"	""	"Beethoven: No28 & no 29, Hammerklavier -Maurizio Pollini"	""	"Beethoven, Ludwig Van"	""
"1"	"Sonate No. 28 A-dur op. 101. II. Lebhaft, marschmäBig. Vivace alla marcia"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Sonate No. 28 A-dur op. 101. II. Lebhaft, marschmäBig. Vivace alla marcia"	""	"Beethoven, Ludwig Van"	""	"Beethoven: No28 & no 29, Hammerklavier -Maurizio Pollini"	""	"Beethoven, Ludwig Van"	""
"1"	"Sonate No. 28 A-dur op. 101. III. Langsam und sehnsuchtsvoll. Adagio, ma non troppo - attacca:"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Sonate No. 28 A-dur op. 101. III. Langsam und sehnsuchtsvoll. Adagio, ma non troppo - attacca:"	""	"Beethoven, Ludwig Van"	""	"Beethoven: No28 & no 29, Hammerklavier -Maurizio Pollini"	""	"Beethoven, Ludwig Van"	""
"1"	"Variatio XXVIII A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXVIII A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Sonate No. 28 A-dur op. 101. IV. Geschwinde, doch nicht zu sehr und mit Entschlossenheit. Allegro"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Sonate No. 28 A-dur op. 101. IV. Geschwinde, doch nicht zu sehr und mit Entschlossenheit. Allegro"	""	"Beethoven, Ludwig Van"	""	"Beethoven: No28 & no 29, Hammerklavier -Maurizio Pollini"	""	"Beethoven, Ludwig Van"	""
"1"	"No. 1 in C major"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 1 in C major"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.23 in B Major(Prelude)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.23 in B Major(Prelude)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Aria"	"1875a483-b30c-49b9-8518-1f36fd6795eb"	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Aria"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XII Canone Alla Quarta A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XII Canone Alla Quarta A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"No. 11 in F Major"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 11 in F Major"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.18 in G-Sharp Minor(Prelude)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.18 in G-Sharp Minor(Prelude)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No. 9 in E Major"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No. 9 in E major"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Aria da capo e Fine"	"82e0ac12-72e7-49a2-b4cf-80a95c09ca98"	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Aria Da Capo E Fine"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio II A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio II A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio V A 1 Ovvero 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio V A 1 Ovvero 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XVII A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XVIi A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"The Grave Escape"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"The Grave Escape"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"El Tigre, Season 1"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"
"1"	"Burrito's Little Helper / Crouching Tigre, Hidden Dragon"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"Burrito's Little Helper / Crouching Tigre, Hidden Dragon"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"El Tigre, Season 1"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"
"1"	"The Late Manny Rivera / Party Monsters"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"The Late Manny Rivera / Party Monsters"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"El Tigre, Season 1"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"
"1"	"La Tigressa / Curse of the Albino Burrito"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"La Tigressa / Curse of the Albino Burrito"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"El Tigre, Season 1"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"
"1"	"Yellow Pantera / Rising Sun"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"Yellow Pantera / Rising Sun"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"	"El Tigre, Season 1"	""	"El Tigre"	"609aadbc-ffc1-4bbd-ae4b-8fde8845d140"
"1"	"Variatio XXIV Canone All'ottava A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXIV Canone All'ottava A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"No.14 in F-Sharp Minor(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.14 in F-Sharp Minor(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.17 in A-Flat Major(Prelude)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.17 in A-Flat Major(Prelude)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"No.18 in G-Sharp Minor(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.18 in G-Sharp Minor(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XXI Canone Alla Settima A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XXI Canone Alla Settima A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio X Fughetta A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio X Fughetta A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Army Ants"	"7b873f5d-b2b7-455b-b32e-9895ea819dac"	"Stone Temple Pilots"	"8c32bb01-58a3-453b-8050-8c0620edb0e5"	"Army Ants"	"7b873f5d-b2b7-455b-b32e-9895ea819dac"	"Stone Temple Pilots"	"8c32bb01-58a3-453b-8050-8c0620edb0e5"	"Purple"	"f9a84646-b4de-4ae3-83d5-260be4185cf8"	"Stone Temple Pilots"	"8c32bb01-58a3-453b-8050-8c0620edb0e5"
"1"	"Variatio VI Canone Alla Seconda A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio VI Canone Alla Seconda A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XIX A 1 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XIX A 1 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"No.22 in B-Flat Minor(Fugue)"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"No.22 in B-Flat Minor(Fugue)"	""	"Bach, Johann Sebastian"	""	"Bach: The Well-tempered Clavier: Mieczyslaw Horszowski"	""	"Bach, Johann Sebastian"	""
"1"	"Variatio XX A 2 Clavier"	""	"Johann Sebastian Bach"	"24f1766e-9635-4d58-a4d4-9413f9f98a4c"	"Variatio XX A 2 Clavier"	""	"Bach, Johann Sebastian"	""	"Glenn Gould: Goldberg Variations BWV 988"	""	"Bach, Johann Sebastian"	""
"1"	"Piano Concerto No. 4 in G major, Op.58 - III. Rondo: Vivace"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Piano Concerto No. 4 in G major, op.58 - III. Rondo: Vivace"	""	"Beethoven, Ludwig Van"	""	"Beethoven: Complete Piano Concertos: Vladimir Ashekenazy"	""	"Beethoven, Ludwig Van"	""
"1"	"Six Bagatelles, op. 126 - II. Allegro"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Six Bagatelles, op. 126 - II. Allegro"	""	"Beethoven, Ludwig Van"	""	"Beethoven: Complete Piano Concertos: Vladimir Ashekenazy"	""	"Beethoven, Ludwig Van"	""
"1"	"Piano Concerto No. 4 in G Major, Op. 58: II. Andante con moto"	"c01ba12a-a2bc-43e2-aad5-5bf5921a61d4"	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Piano Concerto No. 4 in G major, op.58 - II. Andante con moto"	""	"Beethoven, Ludwig Van"	""	"Beethoven: Complete Piano Concertos: Vladimir Ashekenazy"	""	"Beethoven, Ludwig Van"	""
"1"	"Six Bagatelles, op. 126 - I. Andante con moto, cantabile e compiacevole"	""	"Ludwig van Beethoven"	"1f9df192-a621-4f54-8850-2c5373b7eac9"	"Six Bagatelles, op. 126 - I. Andante con moto, cantabile e compiacevole"	""	"Beethoven, Ludwig Van"	""	"Beethoven: Complete Piano Concertos: Vladimir Ashekenazy"	""	"Beethoven, Ludwig Van"	""
